booking_id,stays_in_weekend_nights,stays_in_week_nights,lead_time,arrival_year,arrival_month,arrival_date_day_of_month,market_segment_type,avg_price_per_room,booking_status,hotel,country,email,arrival_date_week_number
INN00846,0,2,74,2017,9,18,Offline,101.5,Not_Canceled,Unknown,Unknown,Unknown,
INN00847,0,2,56,2017,9,17,Offline,82.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00848,0,2,5,2018,5,24,Corporate,110.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00849,0,1,3,2017,8,20,Online,106.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00850,1,2,194,2018,8,22,Online,102.25,Canceled,Unknown,Unknown,Unknown,
INN00851,0,1,3,2018,6,23,Offline,95.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00852,0,1,19,2017,10,7,Corporate,85.5,Not_Canceled,Unknown,Unknown,Unknown,
INN00853,1,2,33,2018,2,26,Online,102.37,Not_Canceled,Unknown,Unknown,Unknown,
INN00854,0,1,0,2018,6,17,Online,129.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00855,0,1,0,2017,8,19,Online,106.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00856,0,2,69,2018,11,4,Online,102.6,Not_Canceled,Unknown,Unknown,Unknown,
INN00857,0,2,7,2017,10,28,Online,92.4,Not_Canceled,Unknown,Unknown,Unknown,
INN00858,1,2,40,2018,3,7,Online,82.1,Not_Canceled,Unknown,Unknown,Unknown,
INN00859,1,0,184,2018,7,10,Online,105.3,Canceled,Unknown,Unknown,Unknown,
INN00860,1,4,73,2018,10,12,Online,135.0,Canceled,Unknown,Unknown,Unknown,
INN00861,0,3,213,2018,6,7,Online,130.0,Canceled,Unknown,Unknown,Unknown,
INN00862,1,1,79,2018,4,2,Online,76.5,Canceled,Unknown,Unknown,Unknown,
INN00863,2,1,6,2018,5,8,Online,108.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00864,0,2,29,2018,12,2,Corporate,85.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00865,1,1,11,2018,10,10,Offline,107.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00866,0,2,29,2018,12,2,Corporate,85.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00867,2,3,52,2018,2,4,Online,73.95,Canceled,Unknown,Unknown,Unknown,
INN00868,0,2,30,2018,3,4,Online,88.4,Not_Canceled,Unknown,Unknown,Unknown,
INN00869,0,1,1,2018,4,13,Corporate,67.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00870,0,3,16,2018,3,8,Corporate,76.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00871,2,2,48,2018,5,22,Offline,81.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00872,1,2,315,2018,9,30,Online,160.0,Canceled,Unknown,Unknown,Unknown,
INN00873,2,0,3,2018,10,30,Online,150.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00874,0,1,0,2018,10,13,Offline,90.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00875,0,2,69,2017,9,22,Offline,106.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00876,2,2,99,2018,5,1,Online,89.25,Canceled,Unknown,Unknown,Unknown,
INN00877,2,1,73,2018,4,3,Online,94.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00878,0,2,181,2018,10,11,Online,120.0,Canceled,Unknown,Unknown,Unknown,
INN00879,0,1,30,2018,9,15,Online,125.1,Not_Canceled,Unknown,Unknown,Unknown,
INN00880,2,2,56,2017,11,6,Offline,60.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00881,2,0,83,2018,12,18,Offline,75.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00882,0,1,0,2018,5,24,Corporate,125.1,Not_Canceled,Unknown,Unknown,Unknown,
INN00883,2,3,92,2018,12,22,Online,96.9,Not_Canceled,Unknown,Unknown,Unknown,
INN00884,1,2,11,2018,2,12,Offline,93.8,Not_Canceled,Unknown,Unknown,Unknown,
INN00885,0,2,67,2018,9,6,Online,98.1,Canceled,Unknown,Unknown,Unknown,
INN00886,2,2,25,2018,2,7,Online,64.64,Not_Canceled,Unknown,Unknown,Unknown,
INN00887,1,1,32,2018,7,18,Offline,105.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00888,1,0,286,2018,10,16,Online,90.0,Canceled,Unknown,Unknown,Unknown,
INN00889,2,2,80,2018,3,25,Offline,74.8,Not_Canceled,Unknown,Unknown,Unknown,
INN00890,0,5,186,2018,7,12,Online,90.95,Canceled,Unknown,Unknown,Unknown,
INN00891,1,0,263,2017,9,21,Offline,59.5,Not_Canceled,Unknown,Unknown,Unknown,
INN00892,2,1,103,2017,7,18,Online,94.5,Canceled,Unknown,Unknown,Unknown,
INN00893,0,3,114,2018,6,2,Online,140.4,Canceled,Unknown,Unknown,Unknown,
INN00894,2,4,245,2018,7,6,Online,110.0,Canceled,Unknown,Unknown,Unknown,
INN00895,1,0,24,2018,10,3,Corporate,95.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00896,0,2,39,2017,8,14,Offline,109.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00897,2,1,29,2017,12,6,Offline,66.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00898,0,1,2,2018,10,6,Complementary,0.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00899,2,7,14,2018,3,4,Online,88.33,Canceled,Unknown,Unknown,Unknown,
INN00900,0,3,37,2018,10,13,Offline,105.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00901,1,2,273,2018,5,13,Online,95.0,Canceled,Unknown,Unknown,Unknown,
INN00902,0,3,124,2018,5,31,Online,143.1,Canceled,Unknown,Unknown,Unknown,
INN00903,0,2,104,2017,10,6,Online,114.0,Canceled,Unknown,Unknown,Unknown,
INN00904,2,5,51,2017,9,16,Offline,75.6,Not_Canceled,Unknown,Unknown,Unknown,
INN00905,0,3,65,2018,9,27,Online,135.9,Not_Canceled,Unknown,Unknown,Unknown,
INN00906,2,1,179,2018,10,1,Online,108.9,Canceled,Unknown,Unknown,Unknown,
INN00907,1,2,4,2018,1,8,Offline,70.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00908,1,1,80,2018,11,12,Online,93.6,Canceled,Unknown,Unknown,Unknown,
INN00909,0,1,56,2018,7,27,Online,125.1,Not_Canceled,Unknown,Unknown,Unknown,
INN00910,0,1,221,2018,8,12,Offline,73.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00911,1,0,263,2017,9,21,Offline,67.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00912,0,3,160,2017,12,30,Offline,70.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00913,2,0,174,2018,6,5,Online,115.2,Canceled,Unknown,Unknown,Unknown,
INN00914,0,1,19,2018,11,2,Offline,75.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00915,0,2,63,2017,9,4,Offline,116.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00916,1,0,0,2018,1,3,Online,81.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00917,2,0,5,2017,9,20,Online,92.4,Not_Canceled,Unknown,Unknown,Unknown,
INN00918,0,1,0,2018,6,23,Online,69.84,Not_Canceled,Unknown,Unknown,Unknown,
INN00919,0,2,86,2017,9,24,Offline,87.5,Not_Canceled,Unknown,Unknown,Unknown,
INN00920,1,2,38,2018,1,15,Online,55.59,Not_Canceled,Unknown,Unknown,Unknown,
INN00921,2,5,38,2017,9,14,Online,101.83,Not_Canceled,Unknown,Unknown,Unknown,
INN00922,0,3,176,2018,9,8,Online,125.1,Canceled,Unknown,Unknown,Unknown,
INN00923,1,1,13,2018,7,11,Corporate,79.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00924,0,3,156,2018,12,27,Online,122.4,Not_Canceled,Unknown,Unknown,Unknown,
INN00925,1,3,182,2018,8,15,Online,112.2,Canceled,Unknown,Unknown,Unknown,
INN00926,1,3,11,2018,9,15,Online,113.34,Not_Canceled,Unknown,Unknown,Unknown,
INN00927,1,0,28,2018,10,3,Online,126.0,Canceled,Unknown,Unknown,Unknown,
INN00928,2,1,87,2018,10,23,Offline,112.25,Not_Canceled,Unknown,Unknown,Unknown,
INN00929,1,2,99,2018,5,13,Online,159.3,Canceled,Unknown,Unknown,Unknown,
INN00930,2,1,13,2017,10,18,Offline,85.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00931,0,3,18,2018,5,10,Online,146.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00932,0,3,6,2018,11,1,Offline,75.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00933,2,2,162,2018,10,14,Online,115.0,Canceled,Unknown,Unknown,Unknown,
INN00934,2,3,4,2018,6,16,Online,168.5,Not_Canceled,Unknown,Unknown,Unknown,
INN00935,0,2,15,2017,8,27,Online,80.0,Canceled,Unknown,Unknown,Unknown,
INN00936,0,3,23,2018,9,15,Online,159.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00937,0,3,7,2018,5,4,Online,156.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00938,0,3,40,2018,1,14,Online,6.67,Not_Canceled,Unknown,Unknown,Unknown,
INN00939,0,2,102,2017,10,16,Online,80.0,Canceled,Unknown,Unknown,Unknown,
INN00940,0,2,141,2018,9,23,Online,128.8,Not_Canceled,Unknown,Unknown,Unknown,
INN00941,2,1,40,2017,10,25,Online,71.64,Not_Canceled,Unknown,Unknown,Unknown,
INN00942,0,3,42,2018,2,3,Online,80.3,Not_Canceled,Unknown,Unknown,Unknown,
INN00943,0,3,12,2017,8,5,Corporate,65.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00944,2,3,54,2017,10,3,Online,74.15,Not_Canceled,Unknown,Unknown,Unknown,
INN00945,1,1,24,2017,9,19,Online,124.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00946,0,2,0,2018,3,8,Corporate,75.0,Canceled,Unknown,Unknown,Unknown,
INN00947,0,1,0,2018,8,20,Online,168.3,Not_Canceled,Unknown,Unknown,Unknown,
INN00948,0,2,59,2017,10,29,Offline,85.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00949,0,4,33,2017,8,5,Online,67.5,Canceled,Unknown,Unknown,Unknown,
INN00950,0,3,11,2018,5,24,Offline,160.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00951,1,1,63,2018,3,28,Online,80.1,Canceled,Unknown,Unknown,Unknown,
INN00952,0,2,56,2018,11,16,Offline,75.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00953,2,2,36,2018,5,21,Online,126.9,Not_Canceled,Unknown,Unknown,Unknown,
INN00954,2,1,93,2018,10,15,Online,115.0,Canceled,Unknown,Unknown,Unknown,
INN00955,1,1,92,2018,10,29,Online,81.5,Not_Canceled,Unknown,Unknown,Unknown,
INN00956,0,1,23,2018,8,3,Online,166.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00957,2,3,27,2018,11,6,Online,143.3,Not_Canceled,Unknown,Unknown,Unknown,
INN00958,2,1,57,2018,4,24,Online,228.6,Canceled,Unknown,Unknown,Unknown,
INN00959,2,1,8,2018,6,26,Offline,107.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00960,0,1,5,2018,8,20,Online,130.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00961,0,2,13,2018,1,20,Online,96.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00962,2,1,55,2018,9,10,Online,91.51,Not_Canceled,Unknown,Unknown,Unknown,
INN00963,1,0,12,2017,8,30,Online,90.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00964,1,2,418,2018,9,26,Online,107.0,Canceled,Unknown,Unknown,Unknown,
INN00965,0,4,270,2018,4,20,Offline,80.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00966,2,4,245,2018,7,6,Online,110.0,Canceled,Unknown,Unknown,Unknown,
INN00967,0,3,69,2018,6,21,Online,114.9,Not_Canceled,Unknown,Unknown,Unknown,
INN00968,0,3,150,2018,6,16,Offline,90.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00969,0,1,105,2018,4,6,Online,75.0,Canceled,Unknown,Unknown,Unknown,
INN00970,0,2,192,2018,6,24,Offline,95.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00971,1,3,16,2017,9,21,Online,124.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00972,0,4,133,2018,9,27,Online,118.8,Not_Canceled,Unknown,Unknown,Unknown,
INN00973,0,3,2,2018,3,2,Online,101.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00974,0,2,8,2018,6,22,Online,131.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00975,0,2,141,2018,11,25,Online,90.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00976,2,2,134,2017,12,4,Offline,65.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00977,0,4,62,2018,7,26,Online,146.7,Not_Canceled,Unknown,Unknown,Unknown,
INN00978,0,2,164,2017,10,2,Offline,100.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00979,0,2,96,2018,6,29,Online,118.8,Not_Canceled,Unknown,Unknown,Unknown,
INN00980,1,2,37,2018,2,22,Online,69.9,Canceled,Unknown,Unknown,Unknown,
INN00981,2,1,38,2018,9,18,Offline,85.5,Not_Canceled,Unknown,Unknown,Unknown,
INN00982,0,2,2,2018,3,23,Online,169.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00983,1,2,43,2018,7,1,Online,126.9,Not_Canceled,Unknown,Unknown,Unknown,
INN00984,2,5,38,2018,8,4,Offline,85.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00985,1,1,9,2017,9,7,Online,114.5,Not_Canceled,Unknown,Unknown,Unknown,
INN00986,2,2,32,2017,9,18,Online,141.53,Not_Canceled,Unknown,Unknown,Unknown,
INN00987,0,4,88,2018,3,23,Online,88.7,Not_Canceled,Unknown,Unknown,Unknown,
INN00988,1,3,115,2017,9,10,Online,89.25,Not_Canceled,Unknown,Unknown,Unknown,
INN00989,1,0,0,2017,8,3,Complementary,0.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00990,1,2,99,2018,11,7,Online,161.1,Not_Canceled,Unknown,Unknown,Unknown,
INN00991,0,2,22,2018,2,19,Online,81.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00992,2,2,8,2018,4,16,Online,144.5,Not_Canceled,Unknown,Unknown,Unknown,
INN00993,2,3,81,2018,7,3,Online,103.5,Not_Canceled,Unknown,Unknown,Unknown,
INN00994,1,2,81,2018,10,21,Online,135.0,Canceled,Unknown,Unknown,Unknown,
INN00995,1,1,58,2018,10,31,Online,102.15,Not_Canceled,Unknown,Unknown,Unknown,
INN00996,1,2,273,2018,5,13,Online,95.0,Canceled,Unknown,Unknown,Unknown,
INN00997,0,1,4,2017,10,13,Complementary,0.0,Not_Canceled,Unknown,Unknown,Unknown,
INN00998,0,1,79,2018,12,22,Online,86.4,Not_Canceled,Unknown,Unknown,Unknown,
INN00999,2,3,57,2017,9,19,Online,66.53,Not_Canceled,Unknown,Unknown,Unknown,
INN01000,2,5,29,2018,1,8,Online,79.54,Not_Canceled,Unknown,Unknown,Unknown,
INN01001,0,4,18,2018,5,31,Online,112.8,Canceled,Unknown,Unknown,Unknown,
INN01002,1,1,88,2017,10,5,Offline,112.2,Not_Canceled,Unknown,Unknown,Unknown,
INN01003,2,3,25,2017,9,13,Online,75.6,Not_Canceled,Unknown,Unknown,Unknown,
INN01004,0,4,84,2018,4,27,Online,118.15,Not_Canceled,Unknown,Unknown,Unknown,
INN01005,1,2,1,2018,4,22,Online,121.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01006,0,1,0,2018,1,20,Complementary,0.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01007,0,1,8,2018,4,5,Online,95.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01008,0,2,8,2018,2,5,Online,91.0,Canceled,Unknown,Unknown,Unknown,
INN01009,0,2,1,2018,8,24,Online,99.33,Not_Canceled,Unknown,Unknown,Unknown,
INN01010,0,4,110,2017,12,9,Offline,139.5,Not_Canceled,Unknown,Unknown,Unknown,
INN01011,2,1,3,2018,6,12,Online,150.33,Not_Canceled,Unknown,Unknown,Unknown,
INN01012,0,1,54,2018,3,5,Online,69.5,Not_Canceled,Unknown,Unknown,Unknown,
INN01013,0,2,64,2018,4,13,Online,94.5,Not_Canceled,Unknown,Unknown,Unknown,
INN01014,1,2,52,2018,5,27,Offline,85.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01015,0,4,232,2018,8,17,Online,81.82,Canceled,Unknown,Unknown,Unknown,
INN01016,0,4,71,2018,12,6,Offline,105.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01017,2,3,23,2018,8,28,Online,123.8,Canceled,Unknown,Unknown,Unknown,
INN01018,1,3,2,2018,2,1,Online,93.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01019,0,2,63,2017,9,4,Offline,116.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01020,2,3,10,2018,5,13,Online,215.0,Canceled,Unknown,Unknown,Unknown,
INN01021,0,2,122,2018,4,15,Online,85.0,Canceled,Unknown,Unknown,Unknown,
INN01022,0,5,150,2018,8,30,Online,114.66,Not_Canceled,Unknown,Unknown,Unknown,
INN01023,2,3,359,2018,10,14,Offline,78.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01024,1,1,118,2018,6,6,Offline,110.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01025,0,2,74,2017,9,18,Offline,101.5,Not_Canceled,Unknown,Unknown,Unknown,
INN01026,0,3,304,2018,11,3,Online,89.0,Canceled,Unknown,Unknown,Unknown,
INN01027,0,3,25,2018,4,6,Online,167.0,Canceled,Unknown,Unknown,Unknown,
INN01028,0,1,0,2018,3,29,Online,89.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01029,1,2,41,2017,10,16,Online,105.9,Not_Canceled,Unknown,Unknown,Unknown,
INN01030,0,4,244,2018,8,2,Online,90.95,Canceled,Unknown,Unknown,Unknown,
INN01031,1,2,11,2018,10,3,Offline,85.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01032,0,3,36,2018,1,14,Offline,60.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01033,0,2,192,2018,6,24,Offline,95.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01034,1,0,77,2018,6,26,Online,105.3,Canceled,Unknown,Unknown,Unknown,
INN01035,1,0,30,2018,12,12,Online,108.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01036,0,4,217,2018,5,25,Online,90.1,Canceled,Unknown,Unknown,Unknown,
INN01037,1,2,23,2018,2,12,Online,79.0,Canceled,Unknown,Unknown,Unknown,
INN01038,0,3,1,2018,7,12,Online,116.27,Not_Canceled,Unknown,Unknown,Unknown,
INN01039,0,1,12,2018,5,31,Online,106.25,Not_Canceled,Unknown,Unknown,Unknown,
INN01040,2,2,56,2018,11,11,Online,74.8,Not_Canceled,Unknown,Unknown,Unknown,
INN01041,2,1,110,2017,7,25,Online,94.5,Canceled,Unknown,Unknown,Unknown,
INN01042,1,2,9,2018,4,22,Online,149.0,Canceled,Unknown,Unknown,Unknown,
INN01043,0,3,43,2018,3,17,Online,106.8,Not_Canceled,Unknown,Unknown,Unknown,
INN01044,1,2,219,2017,9,4,Offline,76.67,Not_Canceled,Unknown,Unknown,Unknown,
INN01045,1,1,87,2018,4,9,Online,105.3,Canceled,Unknown,Unknown,Unknown,
INN01046,1,5,22,2017,9,1,Online,105.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01047,0,2,6,2017,12,10,Online,0.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01048,1,2,305,2018,11,4,Online,89.0,Canceled,Unknown,Unknown,Unknown,
INN01049,0,1,7,2018,3,2,Online,86.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01050,1,1,3,2018,3,7,Corporate,80.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01051,0,3,91,2018,4,12,Online,90.9,Not_Canceled,Unknown,Unknown,Unknown,
INN01052,0,4,100,2018,9,28,Online,100.0,Canceled,Unknown,Unknown,Unknown,
INN01053,2,0,91,2018,8,21,Online,107.1,Not_Canceled,Unknown,Unknown,Unknown,
INN01054,0,3,19,2018,1,27,Online,89.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01055,0,5,128,2018,8,9,Online,103.5,Canceled,Unknown,Unknown,Unknown,
INN01056,1,1,42,2018,10,31,Online,118.5,Not_Canceled,Unknown,Unknown,Unknown,
INN01057,1,3,18,2018,10,10,Offline,85.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01058,0,2,103,2018,4,19,Online,115.0,Canceled,Unknown,Unknown,Unknown,
INN01059,0,1,94,2018,12,23,Online,79.2,Not_Canceled,Unknown,Unknown,Unknown,
INN01060,0,4,78,2018,4,26,Offline,105.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01061,0,1,4,2018,3,23,Offline,72.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01062,0,4,1,2018,6,14,Online,121.5,Not_Canceled,Unknown,Unknown,Unknown,
INN01063,2,2,2,2017,10,18,Online,98.21,Not_Canceled,Unknown,Unknown,Unknown,
INN01064,1,1,59,2018,6,20,Online,89.1,Not_Canceled,Unknown,Unknown,Unknown,
INN01065,2,3,16,2018,12,22,Online,77.53,Not_Canceled,Unknown,Unknown,Unknown,
INN01066,1,0,24,2018,8,15,Complementary,0.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01067,0,2,57,2018,8,10,Online,135.9,Not_Canceled,Unknown,Unknown,Unknown,
INN01068,2,2,20,2018,4,9,Online,134.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01069,1,2,0,2018,5,9,Online,103.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01070,1,2,121,2018,6,24,Online,90.0,Canceled,Unknown,Unknown,Unknown,
INN01071,1,1,27,2018,10,3,Offline,95.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01072,1,0,50,2018,12,25,Online,111.6,Not_Canceled,Unknown,Unknown,Unknown,
INN01073,2,1,110,2017,7,25,Online,94.5,Canceled,Unknown,Unknown,Unknown,
INN01074,2,2,16,2018,7,16,Online,180.5,Canceled,Unknown,Unknown,Unknown,
INN01075,2,3,92,2017,7,5,Online,49.74,Canceled,Unknown,Unknown,Unknown,
INN01076,2,3,76,2018,3,20,Online,110.15,Not_Canceled,Unknown,Unknown,Unknown,
INN01077,0,3,146,2017,12,29,Offline,65.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01078,1,5,9,2018,8,16,Online,142.0,Canceled,Unknown,Unknown,Unknown,
INN01079,1,2,12,2018,4,29,Online,122.33,Canceled,Unknown,Unknown,Unknown,
INN01080,0,2,102,2017,10,16,Online,101.5,Canceled,Unknown,Unknown,Unknown,
INN01081,0,3,57,2018,2,11,Online,80.3,Not_Canceled,Unknown,Unknown,Unknown,
INN01082,0,1,31,2018,9,16,Online,125.1,Not_Canceled,Unknown,Unknown,Unknown,
INN01083,2,3,142,2018,8,21,Online,95.79,Not_Canceled,Unknown,Unknown,Unknown,
INN01084,0,2,292,2018,7,21,Online,115.0,Canceled,Unknown,Unknown,Unknown,
INN01085,1,2,54,2018,11,11,Online,96.0,Canceled,Unknown,Unknown,Unknown,
INN01086,0,2,21,2018,10,26,Online,110.0,Canceled,Unknown,Unknown,Unknown,
INN01087,0,3,44,2018,2,17,Offline,75.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01088,0,1,1,2018,7,5,Online,104.72,Not_Canceled,Unknown,Unknown,Unknown,
INN01089,0,2,30,2017,9,30,Offline,121.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01090,0,5,186,2018,7,19,Online,90.95,Canceled,Unknown,Unknown,Unknown,
INN01091,0,3,36,2018,12,8,Online,88.0,Canceled,Unknown,Unknown,Unknown,
INN01092,0,1,138,2018,5,7,Online,114.3,Not_Canceled,Unknown,Unknown,Unknown,
INN01093,0,5,162,2018,3,8,Offline,62.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01094,0,1,2,2017,10,13,Offline,85.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01095,1,3,100,2018,3,17,Online,73.95,Not_Canceled,Unknown,Unknown,Unknown,
INN01096,0,4,97,2017,12,29,Offline,60.5,Not_Canceled,Unknown,Unknown,Unknown,
INN01097,1,2,33,2018,1,25,Corporate,95.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01098,0,4,86,2018,3,23,Online,88.83,Canceled,Unknown,Unknown,Unknown,
INN01099,2,4,245,2018,7,6,Online,110.0,Canceled,Unknown,Unknown,Unknown,
INN01100,2,2,24,2017,12,26,Offline,58.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01101,1,2,89,2018,7,25,Online,137.7,Not_Canceled,Unknown,Unknown,Unknown,
INN01102,2,1,66,2017,7,11,Online,58.9,Not_Canceled,Unknown,Unknown,Unknown,
INN01103,0,1,5,2018,2,3,Corporate,66.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01104,0,1,41,2017,9,4,Offline,110.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01105,0,2,45,2018,12,8,Offline,98.1,Not_Canceled,Unknown,Unknown,Unknown,
INN01106,0,2,1,2017,9,2,Corporate,65.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01107,0,3,11,2018,4,13,Online,143.33,Canceled,Unknown,Unknown,Unknown,
INN01108,0,2,9,2018,10,21,Complementary,0.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01109,1,2,161,2018,7,15,Offline,96.9,Not_Canceled,Unknown,Unknown,Unknown,
INN01110,2,1,2,2017,8,15,Online,72.5,Canceled,Unknown,Unknown,Unknown,
INN01111,1,2,13,2018,5,30,Online,87.78,Not_Canceled,Unknown,Unknown,Unknown,
INN01112,0,4,1,2018,3,8,Online,105.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01113,1,3,38,2018,6,20,Online,88.8,Canceled,Unknown,Unknown,Unknown,
INN01114,1,3,166,2017,10,12,Online,89.25,Not_Canceled,Unknown,Unknown,Unknown,
INN01115,0,2,68,2017,9,29,Offline,65.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01116,0,2,256,2018,6,15,Offline,90.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01117,1,2,418,2018,9,26,Online,107.0,Canceled,Unknown,Unknown,Unknown,
INN01118,0,1,0,2018,9,27,Corporate,160.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01119,1,2,133,2018,8,15,Online,113.6,Canceled,Unknown,Unknown,Unknown,
INN01120,0,2,273,2017,7,17,Online,109.0,Canceled,Unknown,Unknown,Unknown,
INN01121,2,3,17,2017,8,27,Online,90.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01122,0,4,88,2018,7,26,Offline,72.25,Not_Canceled,Unknown,Unknown,Unknown,
INN01123,0,3,80,2018,4,28,Online,95.24,Not_Canceled,Unknown,Unknown,Unknown,
INN01124,2,1,16,2018,10,2,Corporate,95.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01125,0,3,15,2018,4,12,Online,117.67,Canceled,Unknown,Unknown,Unknown,
INN01126,0,3,59,2018,10,19,Online,139.5,Canceled,Unknown,Unknown,Unknown,
INN01127,0,2,32,2017,11,20,Offline,73.0,Not_Canceled,Unknown,Unknown,Unknown,
INN01128,0,3,213,2018,6,7,Online,130.0,Canceled,Unknown,Unknown,Unknown,
INN01129,1,2,161,2018,3,25,Online,130.0,Canceled,Unknown,Unknown,Unknown,
INN01130,2,5,17,2018,12,30,Online,90.34,Not_Canceled,Unknown,Unknown,Unknown,
INN01131,2,5,155,2018,7,17,Online,101.88,Canceled,Unknown,Unknown,Unknown,
